frame,timestamp,track_id,x1,y1,x2,y2,x_center,y_center,bbox_width,bbox_height,zone,movement_pixels,is_stable,display_id
339,5.656,135,232.6,235.0,258.1,301.0,245.4,268.0,25.5,66.0,Left,1.2,True,Track Segment 27
342,5.706,1,20.6,247.8,60.6,333.4,40.6,290.6,40.0,85.5,Left,9.1,True,Track Segment 1
342,5.706,4,154.6,261.6,189.2,350.0,171.9,305.8,34.6,88.4,Left,2.2,True,Track Segment 4
342,5.706,7,567.8,270.2,598.5,350.0,583.2,310.1,30.6,79.8,Middle,1.3,True,Track Segment 6
342,5.706,8,306.7,248.8,332.3,317.2,319.5,283.0,25.6,68.4,Left,1.8,True,Track Segment 7
342,5.706,10,443.8,244.8,470.0,316.7,456.9,280.7,26.1,71.9,Middle,0.9,True,Track Segment 8
342,5.706,71,77.1,248.9,101.0,326.2,89.0,287.6,23.8,77.4,Left,0.3,True,Track Segment 16
342,5.706,77,537.3,259.1,573.3,345.4,555.3,302.2,35.9,86.3,Middle,5.1,True,Track Segment 17
342,5.706,89,13.1,245.6,45.6,330.6,29.4,288.1,32.6,85.0,Left,3.6,True,Track Segment 19
342,5.706,90,494.2,273.7,529.9,367.1,512.1,320.4,35.7,93.5,Middle,0.5,True,Track Segment 20
342,5.706,117,193.3,237.4,221.3,297.9,207.3,267.6,28.0,60.5,Left,3.0,True,Track Segment 24
342,5.706,124,364.5,239.3,388.3,310.6,376.4,275.0,23.8,71.4,Middle,0.1,True,Track Segment 25
342,5.706,134,254.2,238.8,281.6,315.3,267.9,277.1,27.3,76.5,Left,1.8,True,Track Segment 26
342,5.706,135,233.0,235.2,258.3,300.9,245.6,268.0,25.3,65.8,Left,0.2,True,Track Segment 27
345,5.756,1,13.7,242.7,56.4,333.6,35.1,288.2,42.7,90.9,Left,6.0,True,Track Segment 1
345,5.756,4,151.7,262.0,186.5,350.0,169.1,306.0,34.7,88.0,Left,2.8,True,Track Segment 4
345,5.756,7,566.8,271.7,597.8,350.4,582.3,311.1,31.0,78.7,Middle,1.3,True,Track Segment 6
345,5.756,8,307.1,249.0,333.4,317.3,320.2,283.2,26.3,68.3,Middle,0.7,True,Track Segment 7
345,5.756,10,444.2,244.4,470.3,316.3,457.3,280.3,26.1,71.9,Middle,0.6,True,Track Segment 8
345,5.756,71,75.0,248.8,98.6,326.0,86.8,287.4,23.6,77.2,Left,2.2,True,Track Segment 16
345,5.756,77,531.2,258.8,567.7,344.9,549.5,301.9,36.5,86.1,Middle,5.8,True,Track Segment 17
345,5.756,90,495.2,273.0,531.2,367.6,513.2,320.3,36.0,94.7,Middle,1.1,True,Track Segment 20
345,5.756,117,192.1,239.6,219.2,298.8,205.6,269.2,27.1,59.2,Left,2.3,True,Track Segment 24
345,5.756,124,364.6,239.3,388.2,310.5,376.4,274.9,23.6,71.2,Middle,0.1,True,Track Segment 25
345,5.756,134,256.1,242.0,282.5,314.8,269.3,278.4,26.4,72.8,Left,1.9,True,Track Segment 26
345,5.756,135,233.6,234.8,259.3,301.5,246.4,268.1,25.7,66.8,Left,0.8,True,Track Segment 27
348,5.806,1,7.1,241.8,49.5,333.2,28.3,287.5,42.4,91.4,Left,6.8,True,Track Segment 1
348,5.806,4,148.7,259.0,184.7,350.1,166.7,304.5,36.0,91.1,Left,2.8,True,Track Segment 4
348,5.806,7,565.7,269.8,598.3,350.8,582.0,310.3,32.6,81.0,Middle,0.9,True,Track Segment 6
348,5.806,8,306.9,249.0,333.9,317.5,320.4,283.2,26.9,68.5,Middle,0.2,True,Track Segment 7
348,5.806,10,444.8,243.8,470.9,315.8,457.9,279.8,26.2,72.1,Middle,0.8,True,Track Segment 8
348,5.806,71,75.1,248.5,98.8,325.9,86.9,287.2,23.6,77.3,Left,0.2,True,Track Segment 16
348,5.806,77,524.7,257.5,558.7,339.2,541.7,298.4,34.1,81.7,Middle,8.5,True,Track Segment 17
348,5.806,90,496.9,273.1,532.7,367.6,514.8,320.3,35.8,94.5,Middle,1.6,True,Track Segment 20
348,5.806,117,190.2,241.0,216.6,298.7,203.4,269.8,26.4,57.7,Left,2.3,True,Track Segment 24
348,5.806,124,364.7,239.1,388.2,310.2,376.4,274.7,23.5,71.1,Middle,0.2,True,Track Segment 25
348,5.806,134,256.5,242.1,282.9,314.1,269.7,278.1,26.4,72.0,Left,0.5,True,Track Segment 26
348,5.806,135,233.7,234.9,259.6,301.9,246.6,268.4,25.8,67.0,Left,0.4,True,Track Segment 27
351,5.856,4,147.9,260.6,183.9,350.4,165.9,305.5,35.9,89.8,Left,1.3,True,Track Segment 4
351,5.856,7,565.4,269.6,598.5,350.8,582.0,310.2,33.2,81.2,Middle,0.1,True,Track Segment 6
351,5.856,8,305.9,248.7,333.2,317.6,319.6,283.2,27.3,68.9,Left,0.8,True,Track Segment 7
351,5.856,10,445.3,243.2,471.5,315.3,458.4,279.3,26.2,72.1,Middle,0.7,True,Track Segment 8
351,5.856,71,75.4,248.8,99.0,325.9,87.2,287.4,23.6,77.2,Left,0.4,True,Track Segment 16
351,5.856,77,522.0,258.8,546.6,316.6,534.3,287.7,24.6,57.8,Middle,13.0,True,Track Segment 17
351,5.856,89,6.1,243.6,39.8,332.6,23.0,288.1,33.7,88.9,Left,6.4,True,Track Segment 19
351,5.856,90,497.9,273.4,533.5,367.4,515.7,320.4,35.6,93.9,Middle,0.9,True,Track Segment 20
351,5.856,117,188.1,240.1,215.0,298.5,201.5,269.3,27.0,58.4,Left,2.0,True,Track Segment 24
351,5.856,124,364.8,239.1,388.2,310.1,376.5,274.6,23.4,71.0,Middle,0.1,True,Track Segment 25
351,5.856,134,256.5,242.3,283.2,313.9,269.9,278.1,26.7,71.6,Left,0.2,True,Track Segment 26
351,5.856,135,233.7,235.0,259.9,302.8,246.8,268.9,26.2,67.8,Left,0.5,True,Track Segment 27
354,5.906,4,148.5,261.4,184.1,349.6,166.3,305.5,35.6,88.2,Left,0.4,True,Track Segment 4
354,5.906,7,565.1,269.1,599.1,351.0,582.1,310.0,34.1,81.9,Middle,0.2,True,Track Segment 6
354,5.906,8,305.5,248.7,332.9,317.8,319.2,283.2,27.4,69.1,Left,0.4,True,Track Segment 7
354,5.906,10,445.9,242.6,472.1,314.9,459.0,278.8,26.3,72.3,Middle,0.8,True,Track Segment 8
354,5.906,71,75.5,249.9,99.3,327.6,87.4,288.7,23.8,77.7,Left,1.3,True,Track Segment 16
354,5.906,89,3.7,244.1,36.3,331.2,20.0,287.6,32.6,87.1,Left,3.0,True,Track Segment 19
354,5.906,90,498.6,272.9,534.1,366.7,516.4,319.8,35.5,93.9,Middle,0.9,True,Track Segment 20
354,5.906,124,364.9,238.8,388.2,310.0,376.5,274.4,23.4,71.2,Middle,0.2,True,Track Segment 25
354,5.906,127,471.6,238.4,498.9,303.0,485.3,270.7,27.2,64.6,Middle,73.1,False,
354,5.906,134,256.3,241.7,284.1,314.9,270.2,278.3,27.8,73.1,Left,0.4,True,Track Segment 26
354,5.906,135,233.6,235.6,259.0,301.1,246.3,268.3,25.4,65.5,Left,0.8,True,Track Segment 27
357,5.956,4,148.3,260.4,184.5,349.4,166.4,304.9,36.1,89.0,Left,0.6,True,Track Segment 4
357,5.956,7,564.9,269.0,599.1,350.2,582.0,309.6,34.2,81.2,Middle,0.4,True,Track Segment 6
357,5.956,8,305.1,248.9,332.3,317.9,318.7,283.4,27.2,68.9,Left,0.5,True,Track Segment 7
357,5.956,10,446.5,242.1,472.8,314.8,459.6,278.5,26.3,72.6,Middle,0.7,True,Track Segment 8
357,5.956,71,76.0,250.3,100.1,328.5,88.0,289.4,24.1,78.2,Left,0.9,True,Track Segment 16
357,5.956,89,0.5,245.6,31.2,328.1,15.8,286.8,30.8,82.5,Left,4.3,True,Track Segment 19
357,5.956,90,498.7,271.8,534.5,366.4,516.6,319.1,35.8,94.6,Middle,0.7,True,Track Segment 20
357,5.956,124,365.0,238.7,388.3,310.0,376.6,274.3,23.3,71.3,Middle,0.1,True,Track Segment 25
357,5.956,127,474.3,236.9,502.4,303.8,488.4,270.4,28.0,66.9,Middle,3.1,False,
357,5.956,134,256.4,240.6,285.4,315.2,270.9,277.9,29.0,74.6,Left,0.8,True,Track Segment 26
357,5.956,135,233.6,236.1,258.6,300.5,246.1,268.3,25.1,64.3,Left,0.2,True,Track Segment 27
360,6.006,4,147.8,260.6,184.5,350.1,166.2,305.3,36.7,89.5,Left,0.4,True,Track Segment 4
360,6.006,7,563.3,267.9,597.8,349.7,580.5,308.8,34.6,81.8,Middle,1.7,True,Track Segment 6
360,6.006,8,305.0,249.0,332.2,318.1,318.6,283.5,27.2,69.1,Left,0.1,True,Track Segment 7
360,6.006,10,446.5,242.6,472.0,313.9,459.3,278.3,25.6,71.3,Middle,0.4,True,Track Segment 8
360,6.006,71,76.4,250.6,100.4,328.6,88.4,289.6,24.1,78.0,Left,0.4,True,Track Segment 16
360,6.006,89,0.0,248.0,27.4,321.9,13.7,285.0,27.4,73.9,Left,2.8,True,Track Segment 19
360,6.006,90,498.8,271.8,534.7,366.2,516.7,319.0,35.9,94.4,Middle,0.1,True,Track Segment 20
360,6.006,124,365.1,238.6,388.3,310.0,376.7,274.3,23.2,71.3,Middle,0.1,True,Track Segment 25
360,6.006,127,475.6,236.9,504.0,304.0,489.8,270.5,28.4,67.0,Middle,1.4,False,
360,6.006,134,255.6,241.1,284.7,314.9,270.1,278.0,29.1,73.9,Left,0.8,True,Track Segment 26
360,6.006,135,233.0,236.3,257.9,299.9,245.4,268.1,24.9,63.6,Left,0.7,True,Track Segment 27
363,6.056,4,146.8,259.9,184.1,350.0,165.4,304.9,37.4,90.2,Left,0.9,True,Track Segment 4
363,6.056,7,561.4,266.3,596.0,348.9,578.7,307.6,34.6,82.7,Middle,2.2,True,Track Segment 6
363,6.056,8,305.0,248.8,332.1,318.0,318.6,283.4,27.1,69.2,Left,0.1,True,Track Segment 7
363,6.056,10,446.6,243.4,471.6,314.2,459.1,278.8,25.1,70.8,Middle,0.5,True,Track Segment 8
363,6.056,71,76.9,250.6,101.1,328.7,89.0,289.6,24.2,78.2,Left,0.6,True,Track Segment 16
363,6.056,89,0.0,249.7,24.4,318.1,12.2,283.9,24.4,68.4,Left,1.9,True,Track Segment 19
363,6.056,90,499.0,273.3,534.6,365.9,516.8,319.6,35.5,92.6,Middle,0.6,True,Track Segment 20
363,6.056,92,252.4,240.2,281.6,314.7,267.0,277.4,29.1,74.5,Left,19.1,True,Track Segment 21
363,6.056,124,365.4,238.7,388.5,310.2,376.9,274.4,23.1,71.6,Middle,0.2,True,Track Segment 25
363,6.056,135,232.2,235.7,257.4,299.4,244.8,267.6,25.1,63.7,Left,0.8,True,Track Segment 27
366,6.106,4,144.6,259.9,182.1,349.4,163.4,304.6,37.5,89.5,Left,2.0,True,Track Segment 4
366,6.106,7,558.3,262.1,593.8,348.8,576.0,305.4,35.6,86.8,Middle,3.5,True,Track Segment 6
366,6.106,8,305.3,248.9,332.1,317.1,318.7,283.0,26.8,68.2,Left,0.4,True,Track Segment 7
366,6.106,10,446.4,244.0,471.0,314.4,458.7,279.2,24.6,70.3,Middle,0.6,True,Track Segment 8
366,6.106,71,77.7,249.9,101.9,328.0,89.8,288.9,24.3,78.1,Left,1.1,True,Track Segment 16
366,6.106,89,0.0,248.8,23.7,317.4,11.8,283.1,23.7,68.7,Left,0.9,True,Track Segment 19
366,6.106,90,500.0,274.0,535.5,365.8,517.7,319.9,35.5,91.8,Middle,0.9,True,Track Segment 20
366,6.106,92,251.5,240.7,280.0,313.8,265.8,277.3,28.5,73.1,Left,1.2,True,Track Segment 21
366,6.106,124,365.6,238.4,388.6,310.3,377.1,274.3,23.0,71.9,Middle,0.2,True,Track Segment 25
366,6.106,135,230.8,234.5,256.8,299.8,243.8,267.1,25.9,65.3,Left,1.1,True,Track Segment 27
369,6.156,4,145.1,259.1,183.6,348.9,164.4,304.0,38.5,89.8,Left,1.2,True,Track Segment 4
369,6.156,7,556.7,261.4,591.7,349.1,574.2,305.2,35.0,87.7,Middle,1.8,True,Track Segment 6
369,6.156,8,305.8,249.0,332.2,316.3,319.0,282.6,26.5,67.2,Left,0.5,True,Track Segment 7
369,6.156,10,446.1,244.4,470.5,314.6,458.3,279.5,24.4,70.2,Middle,0.5,True,Track Segment 8
369,6.156,71,78.4,249.8,102.6,327.5,90.5,288.6,24.2,77.8,Left,0.8,True,Track Segment 16
369,6.156,89,0.0,248.9,23.7,318.0,11.8,283.4,23.7,69.1,Left,0.3,True,Track Segment 19
369,6.156,90,500.5,274.0,536.2,365.9,518.3,320.0,35.7,91.8,Middle,0.6,True,Track Segment 20
369,6.156,92,250.7,240.3,278.9,314.0,264.8,277.2,28.2,73.7,Left,1.0,True,Track Segment 21
369,6.156,124,366.1,238.3,388.9,310.1,377.5,274.2,22.8,71.8,Middle,0.4,True,Track Segment 25
369,6.156,135,231.1,234.4,256.8,299.1,244.0,266.8,25.7,64.7,Left,0.4,True,Track Segment 27
372,6.206,4,143.8,258.9,182.9,348.7,163.3,303.8,39.1,89.7,Left,1.1,True,Track Segment 4
372,6.206,7,556.4,262.7,589.3,348.0,572.9,305.3,32.8,85.3,Middle,1.3,True,Track Segment 6
372,6.206,8,306.8,249.0,332.9,315.2,319.8,282.1,26.1,66.2,Left,0.9,True,Track Segment 7
372,6.206,10,445.5,243.1,470.0,314.4,457.8,278.7,24.5,71.2,Middle,0.9,True,Track Segment 8
372,6.206,71,79.8,249.6,104.1,326.7,91.9,288.2,24.3,77.0,Left,1.5,True,Track Segment 16
372,6.206,90,500.8,274.4,536.7,366.0,518.7,320.2,35.9,91.6,Middle,0.4,True,Track Segment 20
372,6.206,92,250.5,241.0,278.2,314.3,264.3,277.6,27.6,73.3,Left,0.6,True,Track Segment 21
372,6.206,124,367.0,238.2,389.7,310.1,378.3,274.2,22.7,71.9,Middle,0.8,True,Track Segment 25
372,6.206,135,231.3,234.5,256.9,299.0,244.1,266.8,25.6,64.6,Left,0.1,True,Track Segment 27
375,6.256,4,143.5,258.9,183.4,348.5,163.5,303.7,39.8,89.6,Left,0.2,True,Track Segment 4
375,6.256,7,555.4,258.8,588.3,347.0,571.9,302.9,32.9,88.2,Middle,2.6,True,Track Segment 6
375,6.256,8,308.6,248.9,334.6,314.9,321.6,281.9,26.0,66.0,Middle,1.8,True,Track Segment 7
375,6.256,10,445.1,240.3,470.4,314.6,457.8,277.5,25.3,74.3,Middle,1.2,True,Track Segment 8
375,6.256,71,80.9,249.5,105.0,325.9,92.9,287.7,24.2,76.5,Left,1.1,True,Track Segment 16
375,6.256,90,502.2,272.8,538.8,366.5,520.5,319.7,36.6,93.7,Middle,1.9,True,Track Segment 20
375,6.256,92,251.1,240.3,277.8,312.8,264.4,276.5,26.7,72.5,Left,1.1,True,Track Segment 21
375,6.256,124,368.1,238.7,390.6,310.2,379.4,274.4,22.5,71.5,Middle,1.1,True,Track Segment 25
375,6.256,135,231.7,233.5,257.6,299.0,244.7,266.2,26.0,65.5,Left,0.8,True,Track Segment 27
375,6.256,148,79.7,250.3,124.0,325.8,101.8,288.1,44.4,75.5,Left,0.0,True,Track Segment 28
378,6.306,4,142.8,256.0,184.5,348.7,163.7,302.3,41.7,92.8,Left,1.4,True,Track Segment 4
378,6.306,7,556.2,264.0,586.2,346.8,571.2,305.4,30.0,82.8,Middle,2.6,True,Track Segment 6
378,6.306,8,310.9,248.9,337.2,315.7,324.0,282.3,26.3,66.8,Middle,2.4,True,Track Segment 7
378,6.306,71,82.0,250.0,106.3,326.9,94.1,288.5,24.2,77.0,Left,1.4,True,Track Segment 16
378,6.306,77,461.2,254.6,493.6,333.0,477.4,293.8,32.5,78.4,Middle,57.2,True,Track Segment 17
378,6.306,90,503.1,272.1,539.8,366.4,521.5,319.2,36.7,94.3,Middle,1.1,True,Track Segment 20
378,6.306,92,252.1,240.4,277.9,312.0,265.0,276.2,25.8,71.6,Left,0.7,True,Track Segment 21
378,6.306,124,370.1,239.4,392.3,310.2,381.2,274.8,22.1,70.8,Middle,1.8,True,Track Segment 25
378,6.306,135,232.6,233.3,258.9,299.5,245.7,266.4,26.3,66.1,Left,1.0,True,Track Segment 27
378,6.306,148,83.3,250.1,128.2,326.4,105.8,288.3,44.9,76.4,Left,4.0,True,Track Segment 28
381,6.356,4,142.7,255.1,185.4,349.6,164.1,302.4,42.7,94.5,Left,0.4,True,Track Segment 4
381,6.356,7,558.0,268.5,586.1,347.7,572.1,308.1,28.1,79.2,Middle,2.8,True,Track Segment 6
381,6.356,8,313.4,249.0,339.6,316.0,326.5,282.5,26.2,67.0,Middle,2.5,True,Track Segment 7
381,6.356,71,85.0,249.7,109.7,327.4,97.4,288.5,24.7,77.6,Left,3.3,True,Track Segment 16
381,6.356,77,455.2,254.5,488.6,333.7,471.9,294.1,33.4,79.2,Middle,5.5,True,Track Segment 17
381,6.356,90,504.5,272.2,541.1,366.1,522.8,319.1,36.6,93.9,Middle,1.3,True,Track Segment 20
381,6.356,92,253.1,241.3,278.5,312.8,265.8,277.1,25.4,71.4,Left,1.2,True,Track Segment 21
381,6.356,124,372.2,238.8,394.5,310.3,383.3,274.5,22.3,71.5,Middle,2.1,True,Track Segment 25
381,6.356,135,235.0,233.8,261.1,299.4,248.1,266.6,26.1,65.6,Left,2.4,True,Track Segment 27
381,6.356,148,85.7,249.4,131.1,326.6,108.4,288.0,45.4,77.2,Left,2.6,True,Track Segment 28
381,6.356,151,7.1,262.2,35.1,346.3,21.1,304.2,28.0,84.1,Left,0.0,True,Track Segment 29
384,6.406,4,143.6,257.6,184.6,349.2,164.1,303.4,40.9,91.5,Left,1.0,True,Track Segment 4
384,6.406,7,559.1,266.4,587.6,347.8,573.4,307.1,28.5,81.5,Middle,1.6,True,Track Segment 6
384,6.406,8,315.7,248.8,341.9,316.0,328.8,282.4,26.2,67.2,Middle,2.3,True,Track Segment 7
384,6.406,71,88.8,249.4,113.9,326.4,101.4,287.9,25.1,77.0,Left,4.0,True,Track Segment 16
384,6.406,77,451.4,255.5,484.8,333.1,468.1,294.3,33.5,77.5,Middle,3.8,True,Track Segment 17
384,6.406,90,507.0,272.9,543.3,365.7,525.2,319.3,36.2,92.9,Middle,2.4,True,Track Segment 20
384,6.406,92,255.0,242.7,279.9,314.1,267.5,278.4,24.9,71.4,Left,2.1,True,Track Segment 21
384,6.406,124,375.0,238.1,397.3,309.9,386.1,274.0,22.3,71.8,Middle,2.8,True,Track Segment 25
384,6.406,135,237.8,233.8,263.6,298.4,250.7,266.1,25.8,64.7,Left,2.6,True,Track Segment 27
384,6.406,151,15.6,263.3,42.9,345.1,29.2,304.2,27.3,81.8,Left,8.1,True,Track Segment 29
384,6.406,153,3.0,264.5,20.0,361.0,11.5,312.8,17.0,96.5,Left,0.0,True,Track Segment 30
384,6.406,154,474.5,242.3,505.3,305.2,489.9,273.8,30.7,62.9,Middle,0.0,True,Track Segment 31
387,6.456,4,145.2,259.5,184.8,348.5,165.0,304.0,39.6,88.9,Left,1.1,True,Track Segment 4
387,6.456,7,561.0,262.4,590.2,347.7,575.6,305.1,29.2,85.3,Middle,3.0,True,Track Segment 6
387,6.456,8,319.3,249.0,345.4,316.2,332.3,282.6,26.0,67.2,Middle,3.5,True,Track Segment 7
387,6.456,71,92.4,249.0,117.6,325.2,105.0,287.1,25.2,76.2,Left,3.7,True,Track Segment 16
387,6.456,77,449.8,256.1,482.5,332.6,466.2,294.4,32.7,76.5,Middle,1.9,True,Track Segment 17
387,6.456,90,510.9,272.8,546.8,365.7,528.9,319.3,35.9,92.9,Middle,3.7,True,Track Segment 20
387,6.456,92,256.1,241.8,281.1,314.6,268.6,278.2,25.0,72.8,Left,1.1,True,Track Segment 21
387,6.456,98,502.0,253.6,528.0,328.1,515.0,290.9,25.9,74.5,Middle,10.2,True,Track Segment 22
387,6.456,124,377.3,237.9,399.4,309.8,388.3,273.8,22.1,71.9,Middle,2.2,True,Track Segment 25
387,6.456,135,239.9,233.6,265.9,299.0,252.9,266.3,25.9,65.3,Left,2.2,True,Track Segment 27
387,6.456,151,23.8,262.9,53.6,352.2,38.7,307.6,29.9,89.4,Left,10.1,True,Track Segment 29
387,6.456,153,8.9,274.7,24.6,362.3,16.7,318.5,15.7,87.6,Left,7.7,True,Track Segment 30
390,6.506,4,146.4,259.6,185.8,348.2,166.1,303.9,39.4,88.6,Left,1.1,True,Track Segment 4
390,6.506,7,563.5,261.7,592.6,347.7,578.0,304.7,29.1,86.0,Middle,2.4,True,Track Segment 6
390,6.506,8,322.7,248.5,348.8,316.5,335.7,282.5,26.1,68.0,Middle,3.4,True,Track Segment 7
390,6.506,77,445.0,255.2,477.2,332.4,461.1,293.8,32.2,77.2,Middle,5.1,True,Track Segment 17
390,6.506,90,514.9,274.0,549.9,365.8,532.4,319.9,35.0,91.8,Middle,3.6,True,Track Segment 20
390,6.506,92,258.2,241.9,282.9,314.7,270.6,278.3,24.7,72.8,Left,2.0,True,Track Segment 21
390,6.506,98,503.0,255.2,529.3,329.4,516.2,292.3,26.3,74.1,Middle,1.8,True,Track Segment 22
390,6.506,124,380.3,239.5,401.7,309.6,391.0,274.5,21.3,70.0,Middle,2.8,True,Track Segment 25
390,6.506,148,89.1,248.5,133.6,325.1,111.4,286.8,44.5,76.6,Left,3.2,True,Track Segment 28
390,6.506,151,32.7,262.9,59.7,343.0,46.2,302.9,26.9,80.1,Left,8.9,True,Track Segment 29
390,6.506,153,15.2,274.9,31.0,361.1,23.1,318.0,15.9,86.2,Left,6.4,True,Track Segment 30
390,6.506,154,478.7,242.6,508.9,304.7,493.8,273.7,30.2,62.1,Middle,3.9,True,Track Segment 31
393,6.557,4,147.9,260.4,187.1,348.6,167.5,304.5,39.2,88.2,Left,1.5,True,Track Segment 4
393,6.557,7,565.9,261.0,594.7,347.3,580.3,304.2,28.8,86.3,Middle,2.4,True,Track Segment 6
393,6.557,8,325.6,248.4,351.9,317.3,338.7,282.9,26.2,68.9,Middle,3.0,True,Track Segment 7
393,6.557,77,440.6,255.5,472.1,332.4,456.3,294.0,31.5,76.9,Middle,4.8,True,Track Segment 17
393,6.557,90,518.0,277.4,551.4,365.7,534.7,321.6,33.3,88.2,Middle,2.9,True,Track Segment 20
393,6.557,92,256.2,240.7,282.0,314.6,269.1,277.7,25.8,73.9,Left,1.6,True,Track Segment 21
393,6.557,98,503.7,254.2,530.6,329.7,517.2,291.9,27.0,75.5,Middle,1.1,True,Track Segment 22
393,6.557,124,382.5,239.7,403.6,309.4,393.1,274.5,21.1,69.7,Middle,2.1,True,Track Segment 25
393,6.557,148,91.1,248.9,134.5,324.8,112.8,286.8,43.5,75.9,Left,1.4,True,Track Segment 28
393,6.557,151,39.9,261.2,67.6,342.4,53.7,301.8,27.7,81.2,Left,7.6,True,Track Segment 29
393,6.557,153,21.5,273.3,38.0,360.3,29.7,316.8,16.5,86.9,Left,6.7,True,Track Segment 30
393,6.557,154,480.9,241.8,511.1,304.4,496.0,273.1,30.2,62.6,Middle,2.3,True,Track Segment 31
396,6.607,4,153.0,260.3,193.4,349.3,173.2,304.8,40.3,89.0,Left,5.7,True,Track Segment 4
396,6.607,7,568.2,260.7,596.5,346.6,582.4,303.7,28.4,85.9,Middle,2.2,True,Track Segment 6
396,6.607,8,328.5,248.4,354.5,316.9,341.5,282.6,26.0,68.5,Middle,2.8,True,Track Segment 7
396,6.607,77,437.1,254.2,469.3,333.2,453.2,293.7,32.2,79.0,Middle,3.1,True,Track Segment 17
396,6.607,90,520.3,276.0,553.9,366.4,537.1,321.2,33.6,90.4,Middle,2.4,True,Track Segment 20
396,6.607,92,255.2,237.7,282.9,315.4,269.1,276.6,27.7,77.7,Left,1.1,True,Track Segment 21
396,6.607,124,384.8,238.2,406.2,309.8,395.5,274.0,21.4,71.6,Middle,2.5,True,Track Segment 25
396,6.607,148,95.2,248.9,138.2,324.7,116.7,286.8,43.0,75.8,Left,3.9,True,Track Segment 28
396,6.607,151,51.6,259.0,79.6,339.1,65.6,299.0,28.0,80.1,Left,12.2,True,Track Segment 29
396,6.607,153,26.9,270.8,44.0,358.1,35.5,314.4,17.1,87.3,Left,6.3,True,Track Segment 30
396,6.607,154,481.6,240.5,512.7,305.6,497.1,273.1,31.1,65.1,Middle,1.1,True,Track Segment 31
396,6.607,157,144.9,237.7,211.9,349.0,178.4,293.3,66.9,111.3,Left,0.0,True,Track Segment 32
399,6.657,4,155.2,260.5,194.9,349.1,175.0,304.8,39.7,88.6,Left,1.8,True,Track Segment 4
399,6.657,7,570.1,261.4,597.8,345.6,583.9,303.5,27.7,84.2,Middle,1.5,True,Track Segment 6
399,6.657,8,331.3,248.5,357.7,318.2,344.5,283.3,26.4,69.7,Middle,3.1,True,Track Segment 7
399,6.657,10,456.4,240.7,480.4,311.6,468.4,276.1,24.0,70.9,Middle,10.7,True,Track Segment 8
399,6.657,77,432.9,252.4,466.3,333.2,449.6,292.8,33.5,80.9,Middle,3.7,True,Track Segment 17
399,6.657,90,521.7,272.9,555.8,366.4,538.8,319.6,34.0,93.5,Middle,2.3,True,Track Segment 20
399,6.657,92,256.8,237.8,284.9,315.9,270.9,276.9,28.2,78.1,Left,1.8,True,Track Segment 21
399,6.657,124,387.0,237.9,408.3,309.7,397.6,273.8,21.2,71.8,Middle,2.1,True,Track Segment 25
399,6.657,148,99.4,249.9,141.5,324.9,120.4,287.4,42.1,75.0,Left,3.7,True,Track Segment 28
399,6.657,151,61.3,256.7,90.4,338.8,75.8,297.8,29.1,82.0,Left,10.3,True,Track Segment 29
399,6.657,153,30.1,269.5,48.1,358.6,39.1,314.0,17.9,89.1,Left,3.6,True,Track Segment 30
399,6.657,154,483.0,239.3,514.0,305.1,498.5,272.2,31.0,65.8,Middle,1.7,True,Track Segment 31
399,6.657,157,149.6,241.4,214.0,349.1,181.8,295.2,64.5,107.7,Left,3.9,True,Track Segment 32
399,6.657,158,145.4,235.5,175.0,304.4,160.2,270.0,29.5,68.9,Left,0.0,True,Track Segment 33
402,6.707,4,158.5,260.7,197.6,348.8,178.1,304.8,39.2,88.1,Left,3.1,True,Track Segment 4
402,6.707,7,570.7,260.4,598.7,346.2,584.7,303.3,28.0,85.8,Middle,0.8,True,Track Segment 6
402,6.707,8,333.9,247.9,360.2,317.4,347.1,282.6,26.3,69.5,Middle,2.7,True,Track Segment 7
402,6.707,10,457.9,241.0,481.6,311.4,469.7,276.2,23.7,70.4,Middle,1.3,True,Track Segment 8
402,6.707,77,429.1,252.0,463.4,332.6,446.2,292.3,34.3,80.6,Middle,3.4,True,Track Segment 17
402,6.707,90,523.2,271.6,557.2,366.5,540.2,319.1,33.9,95.0,Middle,1.5,True,Track Segment 20
402,6.707,92,257.8,237.2,286.1,315.5,271.9,276.4,28.3,78.3,Left,1.1,True,Track Segment 21
402,6.707,124,388.9,238.2,409.6,309.2,399.3,273.7,20.7,71.0,Middle,1.7,True,Track Segment 25
402,6.707,148,103.5,250.0,145.4,325.2,124.4,287.6,41.9,75.3,Left,4.0,True,Track Segment 28
402,6.707,151,69.7,256.0,99.5,339.5,84.6,297.7,29.8,83.4,Left,8.8,True,Track Segment 29
402,6.707,153,34.9,269.1,53.6,358.4,44.2,313.8,18.7,89.3,Left,5.1,True,Track Segment 30
402,6.707,154,484.0,239.2,514.3,304.6,499.1,271.9,30.4,65.4,Middle,0.7,True,Track Segment 31
405,6.757,4,162.6,259.3,202.2,348.3,182.4,303.8,39.5,89.0,Left,4.4,True,Track Segment 4
405,6.757,7,572.4,260.6,600.0,346.1,586.2,303.4,27.6,85.5,Middle,1.5,True,Track Segment 6
405,6.757,8,336.1,247.9,362.4,317.1,349.2,282.5,26.2,69.2,Middle,2.1,True,Track Segment 7
